test_case,id,source,language,text,task1,task2
EXIST2021,4319,twitter,es,"regina hernández , de sólo re a aspira , será la coach de yogalates y cada semana nos compartirá rutinas para mantenernos en forma . a bienvenida a alice in empoweredland ! # empoderamiento # mujeres # aliceinempoweredland",non-sexist,non-sexist
EXIST2021,4320,twitter,es,ya con una novela turca basta,non-sexist,non-sexist
EXIST2021,4321,twitter,es,"yo : quiero ser una mujer trabajadora y empoderadaalso yo : "" subir mi curriculum a la bolsa de empleos de la uni ? que paja """,non-sexist,non-sexist
EXIST2021,4322,twitter,es,"a 20 / 66 ? a 44 / 66 ? a me quiere ? a no me quiere ? a por qué le hace caso a otro más que a mí ? y encima folla con otro que a ni siquiera tiene cuenta de twitter ! será un nenaza y lo tumbo de un rasca , seguro .",non-sexist,non-sexist
EXIST2021,4323,twitter,es,"john steinbeck fue de los primeros autores cuya obra terminó teniendo una estrecha relación con el cine , dado el breve espacio entre el éxito de sus novelas y su posterior adaptación a la pantalla de plata , murió el 20 de diciembre de 1968 . # recordando",non-sexist,non-sexist
EXIST2021,4324,twitter,es,"obvio que pueden hacer las mismas cosas que los hombres , el tema es que se cuestiona todo . . como desde querer hacer futbol o ser camionera y te traten de lesbiana o "" marimacho "" hasta no poder ni ser gerente de una empresa sin que te chamanes al dueño aprox",non-sexist,non-sexist
EXIST2021,4325,twitter,es,dile a una persona que ha perdido un familiar y / o ha cerrado su negocio que esta navidad es la mejor porque se libra de fregar . . . en fin .,non-sexist,non-sexist
EXIST2021,4326,twitter,es,"luego salió que era un montaje . aunque si lo es o no , no puedo asegurarlo . único seguro es que identificas a alguien con serio déficit de neuronas cuando anda por ahí tomándose cual ofensa machista del patriarcado lo del a manspreading a .",non-sexist,non-sexist
EXIST2021,4327,twitter,es,vete a sodomizar algún fascistilla,non-sexist,non-sexist
EXIST2021,4328,twitter,es,"abuelo si me escuchas : me dijiste q lo cuidara , lo he intentado pero se acabo , como bien sabías aquí estoy sufriendo como una niña de 3 años por q se queda sin montar en los cacharros de la feria igual , que pena q no lo conocieras te hubiera caído bien y como a tu hijo",non-sexist,non-sexist
EXIST2021,4329,twitter,es,"entérate primero de lo que es la eutanasia , de a qué personas se les aplica y entonces y solo entonces das la puta opinión que nadie te ha pedido . y sí , las mujeres no podemos salir de noche porque nos violan . y sí , no podemos cambiar de provincia porque hay una puta pandemia",non-sexist,non-sexist
EXIST2021,4330,twitter,es,este tio si no fuera por el grupo rodó seguiría saliendo a una radio de barrio y no la escucharían ni en su p . casa . escoria que sabe escribir a ordenador lo q le dictan . 10 años manipulando y así le a ido l barra sin aporta . toma la presidencia y tira la basura ya,non-sexist,non-sexist
EXIST2021,4331,twitter,es,ddd apuesto 10 dolares a que ni sabes lo que es el mansplaining,non-sexist,non-sexist
EXIST2021,4332,twitter,es,cuando subio arriba del barco se lo dijo a su mujer quedaron en dic ? divorciarse en cuanto se terminara el cruzero pero antes tomarian una mariscada como despedida fueron al bar del cruzero comieron la mariscada la mujer al habrir una gamba a que no sabeis que encontraron .,non-sexist,non-sexist
EXIST2021,4333,twitter,es,"dejen de subir fotos pelotudos no ven q son todas hermosas y yo me quiero arrancar la cara de lo fea q soy , estoy re enojada",non-sexist,non-sexist
EXIST2021,4334,twitter,es,"russo usa el torneo para probar x la copa pero al final en la copa juega para el culo e incluso peor que en el torneo , no se entiende",non-sexist,non-sexist
EXIST2021,4335,twitter,es,una mujer libre y un hombre soltero,non-sexist,non-sexist
EXIST2021,4336,twitter,es,not me viendo el me de good girls todos los días solo x las chicas q salen,non-sexist,non-sexist
EXIST2021,4337,twitter,es,"oh lo lamento . la rosa del principito es como tal una verdadera rosa , y la señorita rose es hasta lo que tengo entendido la única rosa en nuestra academia , por lo tanto es un tema serio y delicado para ella",non-sexist,non-sexist
EXIST2021,4338,twitter,es,"tercera división s . d . mayonesa 1 - 2 c . d . armado de nuestro último partido del año y de la primera vuelta . partido duro donde los haya , la disputa y la igualdad entre ambos equipos fue la tónica más destacada . a el año que viene más ! # vamosarnedo # sueñaquepuedes",non-sexist,non-sexist
EXIST2021,4339,twitter,es,james francisco fuentes . # firstthem # metro,non-sexist,non-sexist
EXIST2021,4340,twitter,es,"felicidades , maestra , por tu designación como titular de la , secretaría que por vez primera tendrá al frente a una auténtica representante del magisterio . al sumar a 9 de nosotras , las mujeres seremos mayoría en el gabinete del presidente .",non-sexist,non-sexist
EXIST2021,4341,twitter,es,"y porque no militarizar san victoriano , a la marimacho le . hace falta mano dura",sexist,stereotyping-dominance
EXIST2021,4342,twitter,es,"nuevo episodio de el podcast del ! conversamos con sobre feminismo , tratando temas como : - el origen del movimiento - los roles de género - el androcentrismo del lenguaje - reformas legales y educativas - la libertad de elección",non-sexist,non-sexist
EXIST2021,4343,twitter,es,"vuelve usted a mentir , nos tiene acostumbrados , ya no le creemos , no se preocupe , siga encendiendo su ventilador para echar mierda fuera de podemos y dejarla caer en los demás . pero el círculo se estrecha .",non-sexist,non-sexist
EXIST2021,4344,twitter,es,"sólo para robar hicieron la bulla del virus , que dejen de fregar , mejor que entreguen cuentas del dinero con el que endeudaron a guatemala",non-sexist,non-sexist
EXIST2021,4345,twitter,es,"ya , a mi la idea tras el sekai me encanta , es una oportunidad de empezar de cero y superarte como persona tras lo que no pudiste hacer en la otra vida . por eso me mata cuando el 95 % de las obras reducen la idea a simple fanservice y empoderamiento para adolescentes xd",non-sexist,non-sexist
EXIST2021,4346,twitter,es,"# infografía el gobierno de es la administración que más ministros de la presidencia ha tenido . este lunes se anunció la sustitución de marcelo prieto por genuina donarte , quien será la primera mujer en ocupar ese cargo . más información :",non-sexist,non-sexist
EXIST2021,4347,twitter,es,recurrir al manido victimismo no te va a salvar ronald . . .,non-sexist,non-sexist
EXIST2021,4348,twitter,es,"la promueve la igualdad , el empoderamiento de la mujer y la prevención de la violencia en todos los ámbitos , mediante cursos y talleres dirigidos al personal del , brinda herramientas para fortalecer la equidad de género .",non-sexist,non-sexist
EXIST2021,4349,twitter,es,"a escándalo ! filtran # video sexual de gabriel soto y piden en redes no compartirlo "" es una violación a mi intimidad "" , dice el actor",non-sexist,non-sexist
EXIST2021,4350,twitter,es,ya era hora guarra haha,sexist,misogyny-non-sexual-violence
EXIST2021,4351,twitter,es,big mouth hablando de la cultura de la violación es todo lo que necesitan los pinitos que van al secundario,non-sexist,non-sexist
EXIST2021,4352,twitter,es,las mujeres son mas infieles que los hombres .,sexist,stereotyping-dominance
EXIST2021,4353,twitter,es,"a como ? a qué ? a tal es el nivel de desesperación en algunos países , en cada vez más hombres desinteresados por relaciones serias , que llegan a estos extremos ? esperad . . . aún me estoy descojonando de la risa # motor",non-sexist,non-sexist
EXIST2021,4354,twitter,es,helen mack es la razón por la que no han nombrado las cortes en guatemala ! . corrupta y perversa marimacho ( porque no tiene definición de sexo ! ) tiene contado el oj y min de gobernación ! ella es parte del crimen organizado ! descarada,non-sexist,non-sexist
EXIST2021,4355,twitter,es,ya es hora de que las personas entiendan que hoy en día las mujeres prefieren hacerse cambios físicos para estar bien con ellas mismas que para impresionar a una persona,non-sexist,non-sexist
EXIST2021,4356,twitter,es,"ah ah ! no en contra de las mujeres , ni en contra de las feministas . en contra de locas que desean el odio mundial a los hombres , que se ofenden hasta de ellas mismas , que no tienen el corazón en los bebés y declaran aborto legal sin dar mucho fundamento . actualmente estoy en +",sexist,ideological-inequality
EXIST2021,4357,twitter,es,ella está cansada de ser la chica puente . es la portadora de la luz . la que sirve de guía . la que aguanta sus quejidos . la que lo sostiene . la que cura sus heridas . la que lo deja nuevo para otra .,non-sexist,non-sexist
EXIST2021,4358,twitter,es,"en vela quedaste varios días , después de que la fuerza de quasimodo ( lac ) fuera proyectada en un a poderoso a volado de derecha dispuesto a eliminar tus muelas , hace casi 18 años en el luis pirata fuente .",non-sexist,non-sexist
EXIST2021,4359,twitter,es,comeback con concepto mujer moderada vistiendo de blanco pero con anillos de diamantes,non-sexist,non-sexist
EXIST2021,4360,twitter,es,# motor y los que quieran mencionar . . .,non-sexist,non-sexist
EXIST2021,4361,twitter,es,"mi mamá siendo una mujer moderada , humilde y decidida es el real "" mejor concepto """,non-sexist,non-sexist
EXIST2021,4362,twitter,es,"además , al parecer , unir fuerzas entre familiares y amigos para buscar a un ser querido desaparecido , es un delito . violar , secuestrar y asesinar a es normal a .",non-sexist,non-sexist
EXIST2021,4363,twitter,es,es que . félix salvado es de la escoria de morena y pues hay impunidad,non-sexist,non-sexist
EXIST2021,4364,twitter,es,me comí tremendo troleo de ariana embarazada la puta,sexist,misogyny-non-sexual-violence
EXIST2021,4365,twitter,es,ya no quiero ser una zorra,non-sexist,non-sexist
EXIST2021,4366,twitter,es,"el chico creyó que podría ser una buena idea ir a aquel edificio de natación , apesar de no estar en ese club tenía curiosidad por saber cómo era por dentro . al ver a esa chica a lo lejos se acercaría y la miraría confundido , para luego preguntar . a a que pasa ?",non-sexist,non-sexist
EXIST2021,4367,twitter,es,"no se lo merece . sus respuestas no ayudaron al equipo , bastante trepa",non-sexist,non-sexist
EXIST2021,4368,twitter,es,quiere dejar atrás la imagen que mostró en para convertirse en un ejemplo de empoderamiento femenino,non-sexist,non-sexist
EXIST2021,4369,twitter,es,a mi yo del 2021 le pido que deje de ser una puta payasa,sexist,misogyny-non-sexual-violence
EXIST2021,4370,twitter,es,leyendo a veo que el feminismo de está igual que el de morena : mucho discurso pero en los hechos que no incomode a los machos de arriba .,non-sexist,non-sexist
EXIST2021,4371,twitter,es,"# volveriascontuexmega "" una parte del pueblo chileno te ve como mosca muerta y mojigata "" "" el supuesto pueblo chileno "" = la allen y la orina .",non-sexist,non-sexist
EXIST2021,4372,twitter,es,"escuchando # enlabocadellobo , con el genuino y # míticarebeca y que risa por favor . entre la chirimoya , la prueba del cerebelo y los rincones ocultos de la nenaza , es q me meo . actualidad con rigor y toques de humor , buenísimo ,",non-sexist,non-sexist
EXIST2021,4373,twitter,es,"te acompaño a denunciarlo , me ha hecho lo mismo , # metro",non-sexist,non-sexist
EXIST2021,4374,twitter,es,"alexa , define # cobardica . # davidalanharvey # coward # believewomen # ibelievewomen # magnum # metro",non-sexist,non-sexist
EXIST2021,4375,twitter,es,pareciera que los egos pueden más que la realidad . sobran caudillos y no se vislumbra ni un solo líder ! ojalá aparezca un / a angela merced o jacinta arden . . . parece que las mujeres se deben mostrar más !,non-sexist,non-sexist
EXIST2021,4376,twitter,es,"mi abuelo decía : mujer al volante , peligro constante . que sabio eras abuelo y que palizas nos metías",sexist,stereotyping-dominance
EXIST2021,4377,twitter,es,"apostado frente al aparcamiento del hospital con el cierren saxo de su mujer , vio salir tres tardes seguidas el todoterreno negro con el dr . lombriz al volante y solo ; el cuarto día , 24 de enero , el médico salió del aparcamiento con una mujer en el asiento del copiloto .",non-sexist,non-sexist
EXIST2021,4378,twitter,es,hoy mando a comer mierda a todita la organización femina # metro . no son más que unos malditos hijos de la gran puta marxistas que le valen un carajo las mujeres y utilizan su eslogan para acusar falsamente a todo aquel que ellos consideren adversario ideológico de la izquierda,sexist,ideological-inequality
EXIST2021,4379,twitter,es,"historia es realmente el ejemplo de una mujer moderada , no es necesaria la fuerza si tiene un mente débil . historia es realmente buena en todo los aspectos y lo más importante , es una mujer libre y en todo su esplendor ella es la verdadera mujer moderada .",non-sexist,non-sexist
EXIST2021,4380,twitter,es,por lo tanto . . es violación de propiedad privada,non-sexist,non-sexist
EXIST2021,4381,twitter,es,"top momentos 2020 : después de 20 años , regresa a la televisión abierta "" betty , la fea "" . el comeback del año no podía ser para nadie más que para "" betty , la fea "" que a pesar de haberse estrenado hace más de 20 años , volvió transmitirse por azteca 7 con todo el éxito .",non-sexist,non-sexist
EXIST2021,4382,twitter,es,"ciudadanos ha llegado a un pacto con un partido xenófobo y fascista . ha acordado estos presupuestos con quienes dicen cosas como que "" un extranjero es 3 veces más propenso a violar que un español "" . que no te cuenten películas .",non-sexist,non-sexist
